products,reactants,predictions
CCOC(=O)CCc1ccccc1CC#N,CCOC(=O)C=Cc1ccccc1CC#N,"CCOC(=O)CCc1ccccc1CBr.[C-]#N,CCOC(=O)C=Cc1ccccc1CC#N,CCOC(=O)CC[Zn+].N#CCc1ccccc1Br,CCOC(=O)/C=C/c1ccccc1CC#N,CCOC(=O)CC[Zn]Br.N#CCc1ccccc1Br,CCOC(=O)CC[Zn+].N#CCc1ccccc1I,CCOC(=O)CC[Zn]Br.[C-]#N,CCOC(=O)CCc1ccccc1Br.[C-]#N,CCOC(=O)CC[Zn]Br.N#CCc1ccccc1I,CCOC(=O)C/C=C/c1ccccc1CC#N"
CCc1cn(CC(=O)O)c(CCc2ccc(F)cc2)nc1=O,CCc1cn(CC(=O)OC(C)(C)C)c(CCc2ccc(F)cc2)nc1=O,"CCc1cn(CC(=O)OC(C)(C)C)c(CCc2ccc(F)cc2)nc1=O,CCc1cn(CC(=O)OC)c(CCc2ccc(F)cc2)nc1=O,CCOC(=O)Cn1cc(CC)c(=O)nc1CCc1ccc(F)cc1,CCOC(=O)Cn1cc(CC)c(=O)nc1CCc1ccc(F)cc1,CCc1cn(CC(=O)OCOC)c(CCc2ccc(F)cc2)nc1=O,,CCc1cn(CC(=O)OC)c(/C=C/c2ccc(F)cc2)nc1=O,,CCOC(=O)Cn1cc(CC)c(=O)nc1/C=C/c1ccc(F)cc1,[CH]COC(=O)Cn1cc(CC)c(=O)nc1CCc1ccc(F)cc1"
CCCc1c2c(c(O)c3c(=O)cc(C(=O)O)oc13)C(O)CCC2,CCCc1c2c(c(O)c3c(=O)cc(C(=O)O)oc13)C(=O)CCC2,"CCCc1c2c(c(O)c3c(=O)cc(C(=O)O)oc13)C(=O)CCC2,CCCc1c2c(c(O)c3c(=O)cc(C(=O)OC)oc13)C(O)CCC2,CCCc1c2c(c(O)c3c(=O)cc(C(=O)OCC)oc13)C(O)CCC2,CCCc1c2c(c(O)c3c(=O)cc(C(=O)O)oc13)C(O)CCC2,CCCc1c2c(c(O)c3c(=O)cc(C(=O)OC)oc13)C(=O)CCC2,CCCc1c2c(c(O)c3c(=O)cc(C(=O)O)oc13)C(O)=CCC2,CCCc1c2c(c(O)c3c(=O)cc(C(=O)OCC)oc13)C(=O)CCC2,CCCc1c2c(c(O)c3c(=O)cc(C(=O)OC)oc13)C(O)CC=C2,CCCc1c2c(c(O)c3c(=O)cc(C(=O)O)oc13)C=CCC2,"
Ic1ccnc(NCCCN2CCOCC2)c1,Fc1cc(I)ccn1.NCCCN1CCOCC1,"Fc1cc(I)ccn1.NCCCN1CCOCC1,Clc1cc(I)ccn1.NCCCN1CCOCC1,Clc1cc(I)ccn1.NCCCN1CCOCC1,C1COCCN1.Clc1cc(I)ccn1,Fc1cc(I)ccn1.NCCCN1CCOCC1,FCCCN1CCOCC1.Nc1cc(I)ccn1,FC1=CC(I)=CC=[N+]1.NCCCN1CCOCC1,,,Clc1cc(I)ccn1.NCCCN1CCOCC1"
Cc1cc(O)cc(C)c1C[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@H](C)C(=O)O,COC(=O)[C@@H](C)NC(=O)C(Cc1c(C)cc(O)cc1C)NC(=O)OC(C)(C)C,"Cc1cc(OCc2ccccc2)cc(C)c1C[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@H](C)C(=O)O,Cc1cc(OCc2ccccc2)cc(C)c1C[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@H](C)C(=O)O,Cc1cc(OCc2ccccc2)cc(C)c1C[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](C)C(=O)O,Cc1cc(OCc2ccccc2)cc(C)c1C[C@@H](NC(=O)OC(C)(C)C)C(=O)N[C@H](C)C(=O)O,Cc1cc(OCc2ccccc2)cc(C)c1C[C@@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](C)C(=O)O,C[C@@H](N)C(=O)O.Cc1cc(O)cc(C)c1C[C@H](NC(=O)OC(C)(C)C)C(=O)O,,C[C@H](N)C(=O)O.Cc1cc(O)cc(C)c1C[C@H](NC(=O)OC(C)(C)C)C(=O)O,,COc1cc(C)c(C[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@H](C)C(=O)O)c(C)c1"
Cc1cnc(N2CCN(C(=O)c3ccc(Br)cc3F)CC2)c(C)c1,Cc1cnc(N2CCNCC2)c(C)c1.O=C(Cl)c1ccc(Br)cc1F,"Cc1cnc(N2CCNCC2)c(C)c1.O=C(O)c1ccc(Br)cc1F,COC(=O)c1ccc(Br)cc1F.Cc1cnc(N2CCNCC2)c(C)c1,CCOC(=O)c1ccc(Br)cc1F.Cc1cnc(N2CCNCC2)c(C)c1,COC(=O)c1ccc(Br)cc1F.Cc1cnc(N2CCNCC2)c(C)c1,,Cc1cnc(N2CCNCC2)c(C)c1.O=C(O)c1ccc(Br)cc1F,Cc1cnc(N2CCN(C)CC2)c(C)c1.O=C(O)c1ccc(Br)cc1F,Cc1cnc(N2CCNCC2)c(C)c1.O=C(O)c1ccc(Br)cc1F,,Cc1cnc(N2CCNCC2)c(C)c1.O=C(Cl)c1ccc(Br)cc1F"
CC(C)(C)[S@@](=O)/N=C(/c1ccc(OC(F)(F)F)c(F)c1)c1nccnc1Cl,CC(C)(C)[S@](N)=O.O=C(c1ccc(OC(F)(F)F)c(F)c1)c1nccnc1Cl,"CC(C)(C)[S@](N)=O.O=C(c1ccc(OC(F)(F)F)c(F)c1)c1nccnc1Cl,CC(C)(C)[S@@](N)=O.O=C(c1ccc(OC(F)(F)F)c(F)c1)c1nccnc1Cl,CC(C)(C)[S@](N)=O.O=C(c1ccc(OC(F)(F)F)c(F)c1)c1nccnc1Cl,CC(C)(C)[S@](N)=O.O=C(O)c1nccnc1Cl,CC(C)(C)[S@@](N)=O.O=C(c1ccc(OC(F)(F)F)c(F)c1)c1nccnc1Cl,CC(C)(C)[S@](N)=O.O=C(c1ccc(F)c(F)c1)c1nccnc1Cl,,CC(C)(C)[S@](N)=O.CS(=O)(=O)OC(=O)c1nccnc1Cl,CC(C)(C)S(N)=O.O=C(c1ccc(OC(F)(F)F)c(F)c1)c1nccnc1Cl,CC(C)(C)[S@](N)=O.O=C(c1ccc(OC(F)(F)F)c(F)c1)c1nccnc1Cl"
CO[C@H](COCc1ccccc1)C(F)(F)F,CI.O[C@H](COCc1ccccc1)C(F)(F)F,"CI.O[C@H](COCc1ccccc1)C(F)(F)F,CI.CO[C@H](COCc1ccccc1)C(F)(F)F,CI.O[C@@H](COCc1ccccc1)C(F)(F)F,BrCc1ccccc1.CO[C@H](CO)C(F)(F)F,,BrCc1ccccc1.CI,CO.O[C@H](COCc1ccccc1)C(F)(F)F,CI.O[C@H](COCc1ccccc1)C(F)(F)F,CBr.O[C@H](COCc1ccccc1)C(F)(F)F,CI.O[C@H](COCc1ccccc1)C(F)(F)F"
COCOc1cc(-c2ccccc2SC)ccc1CCNS(=O)(=O)c1cc(C#N)ccc1OC,COCOc1cc(OS(=O)(=O)C(F)(F)F)ccc1CCNS(=O)(=O)c1cc(C#N)ccc1OC.CSc1ccccc1B(O)O,"COCOc1cc(Br)ccc1CCNS(=O)(=O)c1cc(C#N)ccc1OC.CSc1ccccc1B(O)O,COCOc1cc(-c2ccccc2SC)ccc1CCN.COc1ccc(C#N)cc1S(=O)(=O)Cl,COCOc1cc(CCNS(=O)(=O)c2cc(C#N)ccc2OC)ccc1Br.CSc1ccccc1B(O)O,COCOc1cc(-c2ccccc2SC)ccc1CCNS(=O)(=O)c1cc(C#N)ccc1OC.C[O-],COCOc1cc(-c2ccccc2SC)ccc1CCNS(=O)(=O)c1cc(Br)ccc1OC.[C-]#N,COCOc1cc(B(O)O)ccc1CCNS(=O)(=O)c1cc(C#N)ccc1OC.CSc1ccccc1Br,COCOc1cc(-c2ccccc2SC)ccc1CCNS(=O)(=O)c1cc(Br)ccc1OC.N#C[Cu],COCOc1cc(Cl)ccc1CCNS(=O)(=O)c1cc(C#N)ccc1OC.CSc1ccccc1B(O)O,CCl.COCOc1cc(-c2ccccc2SC)ccc1CCNS(=O)(=O)c1cc(C#N)ccc1OC,CCOCOc1cc(Br)ccc1CCNS(=O)(=O)c1cc(C#N)ccc1OC.CSc1ccccc1B(O)O"
CC(C)(C)OC(=O)n1cc(-c2ccc3c(c2)CNS3(=O)=O)c2ccc(F)cc21,CC(C)(C)OC(=O)n1cc(B2OC(C)(C)C(C)(C)O2)c2ccc(F)cc21.O=S1(=O)NCc2cc(Br)ccc21,"CC(C)(C)OC(=O)n1cc(B2OC(C)(C)C(C)(C)O2)c2ccc(F)cc21.O=S1(=O)NCc2cc(Br)ccc21,CC(C)(C)OC(=O)n1cc(B2OC(C)(C)C(C)(C)O2)c2ccc(F)cc21.O=S1(=O)NCc2cc(I)ccc21,CC(C)(C)OC(=O)n1cc(B2OC(C)(C)C(C)(C)O2)c2ccc(F)cc21.O=S1(=O)NCc2cc(Cl)ccc21,CC(C)(C)OC(=O)n1cc(Br)c2ccc(F)cc21.CC1(C)OB(c2ccc3c(c2)CNS3(=O)=O)OC1(C)C,CC(C)(C)OC(=O)n1cc(B(O)O)c2ccc(F)cc21.O=S1(=O)NCc2cc(Br)ccc21,CC(C)(C)OC(=O)n1cc(B2OC(C)(C)C(C)(C)O2)c2ccc(F)cc21.O=S1(=O)NCc2cc(Br)ccc21,CC(C)(C)OC(=O)n1cc(B2OC(C)(C)C(C)(C)O2)c2ccc(F)cc21.O=S1(=O)NCc2cc(F)ccc21,CC(C)(C)OC(=O)n1cc([Sn](C)(C)C)c2ccc(F)cc21.O=S1(=O)NCc2cc(Br)ccc21,CC(C)(C)OC(=O)n1cc(B2OC(C)(C)C(C)(C)O2)c2ccc(F)cc21.O=S1(=O)NCc2cc(Br)ccc21,CC(C)(C)OC(=O)n1cc(B2OC(C)(C)C(C)(C)O2)c2ccc(F)cc21.O=S1(=O)NCc2cc(B(O)O)ccc21"
CCCN(CCc1cccc(NS(=O)(=O)c2ccc(Cl)cc2)c1)CCN1CCN(c2ccccc2)CC1,CCCN(CCc1cccc(N)c1)CCN1CCN(c2ccccc2)CC1.O=S(=O)(Cl)c1ccc(Cl)cc1,"CCCN(CCc1cccc(N)c1)CCN1CCN(c2ccccc2)CC1.O=S(=O)(Cl)c1ccc(Cl)cc1,CCCN(CC=O)CCc1cccc(NS(=O)(=O)c2ccc(Cl)cc2)c1.c1ccc(N2CCNCC2)cc1,CCCN(CCc1cccc(N)c1)CCN1CCN(c2ccccc2)CC1.O=S(=O)(Cl)c1ccc(Cl)cc1,CCCN(CCc1cccc(N)c1)CCC1CCN(c2ccccc2)CC1.O=S(=O)(Cl)c1ccc(Cl)cc1,CCCN(CCc1cccc(N)c1)CCN1CCN(c2ccccc2)CC1.O=S(=O)(O)c1ccc(Cl)cc1,CCCN(CCOS(C)(=O)=O)CCc1cccc(NS(=O)(=O)c2ccc(Cl)cc2)c1.c1ccc(N2CCNCC2)cc1,CCCN(CC#CN1CCN(c2ccccc2)CC1)CCc1cccc(NS(=O)(=O)c2ccc(Cl)cc2)c1,CCC=O.O=S(=O)(Nc1cccc(CCNCCN2CCN(c3ccccc3)CC2)c1)c1ccc(Cl)cc1,CCCN(CCCl)CCc1cccc(NS(=O)(=O)c2ccc(Cl)cc2)c1.c1ccc(N2CCNCC2)cc1,CCCN(CC#N)CCc1cccc(NS(=O)(=O)c2ccc(Cl)cc2)c1"
N#Cc1ccc2cc(C(=O)O)sc2c1,COC(=O)c1cc2ccc(C#N)cc2s1,"CCOC(=O)c1cc2ccc(C#N)cc2s1,COC(=O)c1cc2ccc(C#N)cc2s1,Cc1ccc2cc(C(=O)O)sc2c1.N#C[Cu],NC(=O)c1ccc2cc(C(=O)O)sc2c1,O=C(O)c1cc2ccc(Br)cc2s1.[C-]#N,CC(C)(C)OC(=O)c1cc2ccc(C#N)cc2s1,Cc1ccc2cc(C(=O)OC(C)(C)C)sc2c1,CN(C)C(=O)c1cc2ccc(C#N)cc2s1,CC(C)OC(=O)c1cc2ccc(C#N)cc2s1,Cn1c(C(=O)O)cc2ccc(Br)cc21.[C-]#N"
Nc1nc(=O)c2c(CCc3ccc(C(=O)O)cc3)c[nH]c2[nH]1,COC(=O)c1ccc(CCc2c[nH]c3[nH]c(N)nc(=O)c23)cc1,"Nc1nc(=O)c2c(C=Cc3ccc(C(=O)O)cc3)c[nH]c2[nH]1,Nc1nc(=O)c2c(/C=C/c3ccc(C(=O)O)cc3)c[nH]c2[nH]1,Nc1nc(=O)c2c(C#Cc3ccc(C(=O)O)cc3)c[nH]c2[nH]1,COC(=O)c1ccc(CCc2c[nH]c3[nH]c(N)nc(=O)c23)cc1,CCOC(=O)c1ccc(CCc2c[nH]c3[nH]c(N)nc(=O)c23)cc1,Nc1nc(=O)c2c(C#Cc3ccc(C(=O)O)cc3)c[nH]c2[nH]1,Nc1nc(=O)c2c(C/C=C/c3ccc(C(=O)O)cc3)c[nH]c2[nH]1,Nc1nc(=O)c2c([C@@H](O)C#Cc3ccc(C(=O)O)cc3)c[nH]c2[nH]1,Nc1nc(=O)c2c([C@@H](O)Cc3ccc(C(=O)O)cc3)c[nH]c2[nH]1,Nc1nc(=O)c2c(-c3ccc(C(=O)O)cc3)c[nH]c2[nH]1.[NH4+]"
Cc1n[nH]c2nccc(Oc3ccc(NC(=O)Nc4ccccn4)cc3F)c12,COc1ccc(Cn2nc(C)c3c(Oc4ccc(NC(=O)Nc5ccccn5)cc4F)ccnc32)cc1,"COc1ccc(Cn2nc(C)c3c(Oc4ccc(NC(=O)Nc5ccccn5)cc4F)ccnc32)cc1,Cc1n[nH]c2nccc(Oc3ccc(N)cc3F)c12.O=C=Nc1ccccn1,COC(=O)Nc1ccc(Oc2ccnc3[nH]nc(C)c23)c(F)c1.Nc1ccccn1,COn1nc(C)c2c(Oc3ccc(NC(=O)Nc4ccccn4)cc3F)ccnc21,Cc1nn(C)c2nccc(Oc3ccc(N)cc3F)c12.O=C=Nc1ccccn1,CI.Cc1n[nH]c2nccc(Oc3ccc(NC(=O)Nc4ccccn4)cc3F)c12,,CCOC(=O)Nc1ccc(Oc2ccnc3[nH]nc(C)c23)c(F)c1.Nc1ccccn1,CC(=O)n1nc(C)c2c(Oc3ccc(NC(=O)Nc4ccccn4)cc3F)ccnc21,CO.Cc1n[nH]c2nccc(Oc3ccc(NC(=O)Nc4ccccn4)cc3F)c12"
CNc1ncc2cc(-c3c(C)ccc4c(Nc5cccc(C(F)(F)F)c5)nccc34)c(=O)n(C)c2n1,CNc1ncc2cc(B3OC(C)(C)C(C)(C)O3)c(=O)n(C)c2n1.Cc1ccc2c(Nc3cccc(C(F)(F)F)c3)nccc2c1I,"CNc1ncc2cc(Br)c(=O)n(C)c2n1.Cc1ccc2c(Nc3cccc(C(F)(F)F)c3)nccc2c1B1OC(C)(C)C(C)(C)O1,CNc1ncc2cc(-c3c(C)ccc4c(Cl)nccc34)c(=O)n(C)c2n1.Nc1cccc(C(F)(F)F)c1,CI.CNc1ncc2cc(-c3c(C)ccc4c(Nc5cccc(C(F)(F)F)c5)nccc34)c(=O)n(C)c2n1,CNc1ncc2cc(-c3c(C)ccc4c(N)nccc34)c(=O)n(C)c2n1.FC(F)(F)c1cccc(Br)c1,CNc1ncc2cc(B3OC(C)(C)C(C)(C)O3)c(=O)n(C)c2n1.Cc1ccc2c(Nc3cccc(C(F)(F)F)c3)nccc2c1Br,CNc1ncc2cc(-c3c(C)ccc4c(Nc5cccc(C(F)(F)F)c5)nccc34)c(=O)n(C)c2n1,CI.CNc1ncc2cc(-c3c(C)ccc4c(Nc5cccc(C(F)(F)F)c5)nccc34)c(=O)[nH]c2n1,CNc1ncc2cc(-c3c(C)ccc4c(N)nccc34)c(=O)n(C)c2n1.FC(F)(F)c1cccc(I)c1,CNc1ncc2cc(I)c(=O)n(C)c2n1.Cc1ccc2c(Nc3cccc(C(F)(F)F)c3)nccc2c1B1OC(C)(C)C(C)(C)O1,CNc1ncc2cc(-c3c(C)ccc4c(N)nccc34)c(=O)n(C)c2n1.OB(O)c1cccc(C(F)(F)F)c1"
COc1cc(OC)c(F)c(COc2cnc(Nc3cc(CCO)n(C)n3)nc2)c1F,COc1cc(OC)c(F)c(COc2cnc(Nc3cc(CCOCc4ccccc4)n(C)n3)nc2)c1F,"COc1cc(OC)c(F)c(COc2cnc(Nc3cc(CCOC4CCCCO4)n(C)n3)nc2)c1F,CO.COc1cc(OC)c(F)c(COc2cnc(Nc3cc(CCO)n(C)n3)nc2)c1F,COc1cc(OC)c(F)c(CBr)c1F.Cn1nc(Nc2ncc(O)cn2)cc1CCO,COc1cc(OC)c(F)c(COc2cnc(Nc3cc(CC(=O)O)n(C)n3)nc2)c1F,COc1cc(OC)c(F)c(COc2cnc(Cl)nc2)c1F.Cn1nc(N)cc1CCO,CI.COc1cc(OC)c(F)c(COc2cnc(Nc3cc(CCO)[nH]n3)nc2)c1F,CI.COc1cc(OC)c(F)c(COc2cnc(Nc3cc(CCO)n(C)n3)nc2)c1F,COc1cc(OC)c(F)c(COc2cnc(Nc3cc(CC=O)n(C)n3)nc2)c1F,COCOCCc1cc(Nc2ncc(OCc3c(F)c(OC)cc(OC)c3F)cn2)nn1C,COC(=O)Cc1cc(Nc2ncc(OCc3c(F)c(OC)cc(OC)c3F)cn2)nn1C"
CNC(=O)c1ccc(N)c(Sc2ccc(F)cc2F)c1,CNC(=O)c1ccc([N+](=O)[O-])c(Sc2ccc(F)cc2F)c1,"CN.Nc1ccc(C(=O)O)cc1Sc1ccc(F)cc1F,CNC(=O)c1ccc([N+](=O)[O-])c(Sc2ccc(F)cc2F)c1,CN.Nc1ccc(C(=O)[O-])cc1Sc1ccc(F)cc1F,CN.COC(=O)c1ccc(N)c(Sc2ccc(F)cc2F)c1,CN=C=O.Nc1ccc(C(=O)O)cc1Sc1ccc(F)cc1F,CN,CN.Cc1ccc(N)c(Sc2ccc(F)cc2F)c1,,CCC(=O)c1ccc([N+](=O)[O-])c(Sc2ccc(F)cc2F)c1,CN.CS(=O)(=O)Oc1cc(C(=O)O)ccc1N"
COc1ccc(NS(=O)(=O)c2cccc(OC(F)F)c2)cc1N1CCNCC1,COc1ccc(NS(=O)(=O)c2cccc(OC(F)F)c2)cc1N1CCN(C(=O)OC(C)(C)C)CC1,"COc1ccc(NS(=O)(=O)c2cccc(OC(F)F)c2)cc1N1CCN(C(=O)OC(C)(C)C)CC1,COc1ccc(NS(=O)(=O)c2cccc(OC(F)F)c2)cc1N1CCN(Cc2ccccc2)CC1,C1CNCCN1.COc1ccc(NS(=O)(=O)c2cccc(OC(F)F)c2)cc1Br,COc1ccc(NS(=O)(=O)c2cccc(OC(F)F)c2)cc1N1CCN(C(=O)C(F)(F)F)CC1,COc1ccc(NS(=O)(=O)c2cccc(OC(F)F)c2)cc1N1CCN(C(C)=O)CC1,CCc1ccc(NS(=O)(=O)c2cccc(OC(F)F)c2)cc1N1CCN(C(=O)OC(C)(C)C)CC1,C1CNCCN1.COc1ccc(NS(=O)(=O)c2cccc(OC(F)F)c2)cc1F,Cc1ccc(NS(=O)(=O)c2cccc(OC(F)F)c2)cc1N1CCN(C(=O)OC(C)(C)C)CC1,C=O.COc1ccc(NS(=O)(=O)c2cccc(OC(F)F)c2)cc1N1CCNCC1,CCOc1ccc(NS(=O)(=O)c2cccc(OC(F)F)c2)cc1N1CCN(Cc2ccccc2)CC1"
Cc1ccn2c(=O)c(CCN3CCC(c4c[nH]c5ccccc45)CC3)c(C)nc2c1,Cc1ccn2c(=O)c(CCCl)c(C)nc2c1.c1ccc2c(C3CCNCC3)c[nH]c2c1,"Cc1ccn2c(=O)c(CCCl)c(C)nc2c1.c1ccc2c(C3CCNCC3)c[nH]c2c1,Cc1ccn2c(=O)c(CCBr)c(C)nc2c1.c1ccc2c(C3CCNCC3)c[nH]c2c1,CC(=O)CCc1c(C)nc2cc(C)ccn2c1=O.c1ccc2c(C3CCNCC3)c[nH]c2c1,Cc1ccn2c(=O)c(CC(=O)N3CCC(c4c[nH]c5ccccc45)CC3)c(C)nc2c1,Cc1ccn2c(=O)c(CCCl)c(C)nc2c1.c1ccc2c(C3CCNCC3)c[nH]c2c1,Cc1ccn2c(=O)c(CCCl)c(C)nc2c1.c1ccc2c(C3CCCNCC3)c[nH]c2c1,Cc1ccn2c(=O)c(CCI)c(C)nc2c1.c1ccc2c(C3CCNCC3)c[nH]c2c1,,C=O.Cc1ccn2c(=O)c(CCN3CCC(c4c[nH]c5ccccc45)CC3)c(C)nc2c1,Cc1ccn2c(=O)c(CCBr)c(C)nc2c1.c1ccc2c(C3CCNCC3)c[nH]c2c1"
Cc1ccc(NC(=O)c2cccs2)cc1-c1ccc(C(=O)O)cc1,CCOC(=O)c1ccc(-c2cc(NC(=O)c3cccs3)ccc2C)cc1,"Cc1ccc(NC(=O)c2cccs2)cc1Br.O=C(O)c1ccc(B(O)O)cc1,COC(=O)c1ccc(-c2cc(NC(=O)c3cccs3)ccc2C)cc1,Cc1ccc(N)cc1-c1ccc(C(=O)O)cc1.O=C(Cl)c1cccs1,CCOC(=O)c1ccc(-c2cc(NC(=O)c3cccs3)ccc2C)cc1,Cc1ccc(N)cc1-c1ccc(C(=O)O)cc1.O=C(O)c1cccs1,Cc1ccc(NC(=O)c2cccs2)cc1I.O=C(O)c1ccc(B(O)O)cc1,Cc1ccc(NC(=O)c2cccs2)cc1-c1ccc(C(=O)OC(C)(C)C)cc1,CC(=O)OC(=O)c1ccc(-c2cc(NC(=O)c3cccs3)ccc2C)cc1,CCc1ccc(NC(=O)c2cccs2)cc1Br.O=C(O)c1ccc(B(O)O)cc1,CNc1ccc(C)c(-c2ccc(C(=O)O)cc2)c1.O=C(O)c1cccs1"
COc1c(OC(F)F)ccc(-c2cccc3c2CCC3=O)c1OCc1ccc(C(N)=O)cc1,CC1(C)OB(c2cccc3c2CCC3=O)OC1(C)C.COc1c(OC(F)F)ccc(Br)c1OCc1ccc(C(N)=O)cc1,"COc1c(OC(F)F)ccc(-c2cccc3c2CCC3=O)c1O.NC(=O)c1ccc(CBr)cc1,COc1c(OC(F)F)ccc(-c2cccc3c2CCC3=O)c1O,,COc1c(OC(F)F)ccc(-c2cccc3c2CCC3=O)c1O.NC(=O)c1ccc(CCl)cc1,COc1c(OC(F)F)ccc(-c2cccc3c2CCC3=O)c1O.C[Si](C)(C)c1ccc(CBr)cc1,COc1c(NC(F)F)ccc(-c2cccc3c2CCC3=O)c1O.NC(=O)c1ccc(CBr)cc1,COc1c(OC(F)F)ccc(-c2cccc3c2CCC3=O)c1O.NC(=O)c1ccc(CF)cc1,COc1c(OC(F)F)ccc(-c2cccc3c2CCC3=O)c1O.N#Cc1ccc(CBr)cc1,COc1c(OC(F)F)ccc(-c2cccc3c2CCC3=O)c1[O-].NC(=O)c1ccc(CBr)cc1,COc1c(OC(F)F)ccc(-c2cccc3c2CCC3=O)c1O.[NH4+]"
c1ncc(C2CCCNC2)[nH]1,O=C(OCc1ccccc1)N1CCCC(c2cnc[nH]2)C1,"CC(C)(C)OC(=O)N1CCCC(c2cnc[nH]2)C1,c1ccc(CN2CCCC(c3cnc[nH]3)C2)cc1,c1ccc(Cn2cncc2C2CCCNC2)cc1,,Brc1cnc[nH]1.c1ncc(C2CCCNC2)[nH]1,,,CC(C)(C)OC(=O)N1CCCC(c2ccc[nH]2)C1,c1ccc(COC2CCCNC2)cc1,c1ccc(COc2cnc[nH]2)cc1"
CCC(=O)c1cc(C)c(Cl)cc1O,CCC(=O)Cl.Cc1ccc(O)cc1Cl,"CCC(=O)Cl.Cc1ccc(O)cc1Cl,CCC(O)c1cc(C)c(Cl)cc1O,CC[Mg+].Cc1ccc(O)cc1Cl,CCC(=O)Cl.Cc1cccc(O)c1Cl,CC.Cc1ccc(O)cc1Cl,,CC[Mg+].Cc1cc(C(=O)Cl)c(O)cc1Cl,C=CC(=O)c1cc(C)c(Cl)cc1O,C.C=CC(=O)c1cc(C)c(Cl)cc1O,CCO.Cc1ccc(O)cc1Cl"
CN1CCN(C(=O)c2ccc(-c3ccc(C=C4SC(=S)NC4=O)o3)cc2)CC1,CN1CCNCC1.O=C1NC(=S)SC1=Cc1ccc(-c2ccc(C(=O)O)cc2)o1,"CN1CCN(C(=O)c2ccc(-c3ccc(C=O)o3)cc2)CC1.O=C1CSC(=S)N1,,CN1CCN(C(=O)c2ccc(-c3ccc(CO)o3)cc2)CC1.O=C1CSC(=S)N1,CC1CCN(C(=O)c2ccc(-c3ccc(C=O)o3)cc2)CC1.O=C1CSC(=S)N1,Cc1ccc(-c2ccc(C=O)o2)cc1.O=C1CSC(=S)N1,,CN1CCN(C(=O)c2ccc(-c3ccc(C=O)o3)cc2)CC1.O=C1CSC(=S)N1,CN1CCN(C(=O)c2ccc(-c3ccc(O)o3)cc2)CC1.O=C1CSC(=S)N1,,CN1CCNCC1.O=C1CSC(=S)N1"
CC(=O)NCC1(c2ccccn2)COc2cccc([N+](=O)[O-])c2N1,CC(=O)Cl.NCC1(c2ccccn2)COc2cccc([N+](=O)[O-])c2N1,"CC(=O)OC(C)=O.NCC1(c2ccccn2)COc2cccc([N+](=O)[O-])c2N1,CC(=O)Cl.NCC1(c2ccccn2)COc2cccc([N+](=O)[O-])c2N1,CC(=O)O.NCC1(c2ccccn2)COc2cccc([N+](=O)[O-])c2N1,,CC(=O)[O-].NCC1(c2ccccn2)COc2cccc([N+](=O)[O-])c2N1,,CC(=O)O.NCC1(c2ccccn2)COc2cccc([N+](=O)[O-])c2N1,CC(=O)I.NCC1(c2ccccn2)COc2cccc([N+](=O)[O-])c2N1,,CC(=O)OC(C)=O.NCC1(c2ccccn2)COc2cccc([N+](=O)[O-])c2N1"
C[C@H]1COCCN1c1cc(CS(=O)(=O)c2ccc(F)c(F)c2)nc(Cl)n1,C[C@H]1COCCN1c1cc(CI)nc(Cl)n1.O=S([O-])c1ccc(F)c(F)c1,"C[C@H]1COCCN1.O=S(=O)(Cc1cc(Cl)nc(Cl)n1)c1ccc(F)c(F)c1,C[C@H]1COCCN1.C[C@H]1COCCN1c1cc(CS(=O)(=O)c2ccc(F)c(F)c2)nc(Cl)n1,C[C@H]1COCCN1.O=S(=O)(Cc1cc(Cl)nc(Cl)n1)c1ccc(F)c(F)c1,C[C@H]1COCCN1,COC[C@H]1COCCN1.O=S(=O)(Cc1cc(Cl)nc(Cl)n1)c1ccc(F)c(F)c1,C[C@@H]1COCCN1.O=S(=O)(Cc1cc(Cl)nc(Cl)n1)c1ccc(F)c(F)c1,C[C@H]1COCCN1.O=S(=O)(Cc1cc(F)nc(Cl)n1)c1ccc(F)c(F)c1,COC[C@@H]1COCCN1.O=S(=O)(Cc1cc(Cl)nc(Cl)n1)c1ccc(F)c(F)c1,C[C@H]1COCC[NH2+]1.O=S(=O)(Cc1cc(Cl)nc(Cl)n1)c1ccc(F)c(F)c1,C[C@H]1COCCN1c1cc(CS(=O)(=O)c2ccc(F)c(F)c2)nc(Cl)n1.C[Sn](C)(C)C"
OCCCOc1ccccc1,O=C(O)CCOc1ccccc1,"OCCCBr.Oc1ccccc1,OCCCBr.[O-]c1ccccc1,BrCCCOc1ccccc1.O,BrCCCBr.Oc1ccccc1,C=CCOc1ccccc1.O,O=CCCBr.Oc1ccccc1,OCCCCl.Oc1ccccc1,BrCCCOc1ccccc1.C[O-],ClCCCOc1ccccc1.O,OCCCOc1ccccc1Cl"
