products,reactants,predictions
FC(F)(F)c1ccc(N2CCCNCC2)nc1,C1CNCCNC1.FC(F)(F)c1ccc(Cl)nc1,"CC(C)(C)OC(=O)N1CCCN(c2ccc(C(F)(F)F)cn2)CC1,C1CNCCNC1.FC(F)(F)c1ccc(Br)nc1,C1CNCCNC1.FC(F)(F)c1ccc(Br)nc1,C1CNCCNC1.FC(F)(F)c1ccc(Cl)nc1,C1CNCCNC1.FC(F)(F)c1ccc(Cl)nc1,C1CNCCNC1.FC(F)(F)c1ccc(Br)nc1,CC(C)(C)OC(=O)N1CCCNCC1.FC(F)(F)c1ccc(Br)nc1,O=C(OCc1ccccc1)N1CCCN(c2ccc(C(F)(F)F)cn2)CC1,CC(C)(C)OC(=O)N1CCCNCC1.FC(F)(F)c1ccc(Cl)nc1,C1CNCCNC1.FC(F)(F)c1ccc(Cl)nc1"
C#CCN(CCOc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(C)=O,C#CCNCCOc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12.CC(=O)Cl,"C#CCNCCOc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12.CC(=O)Cl,C#CCNCCOc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12.CC(=O)OC(C)=O,C#CCBr.CC(=O)NCCOc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12,BrCc1ccccn1.C#CCNCCOc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12,C#CCN(CCOc1cccc2ncnc(Nc3ccc(O)c(Cl)c3)c12)C(C)=O.ClCc1ccccn1,BrCc1ccccn1.C#CCNCCOc1cccc2ncnc(Nc3ccc(O)c(Cl)c3)c12,C#CCN(CCOc1cccc2ncnc(Cl)c12)C(C)=O.Nc1ccc(OCc2ccccn2)c(Cl)c1,C#CCNCCOc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12.CC(=O)[O-],BrCc1ccccn1.C#CCN(CCOc1cccc2ncnc(Nc3ccc(O)c(Cl)c3)c12)C(C)=O,C#CCNCCOc1cccc2ncnc(Cl)c12.CC(=O)OC(C)=O"
Cc1ccc(OCCCN2CCC(=Cc3ccc4ccccc4n3)CC2)c2c1NC(=O)C2(C)C,C(=C1CCNCC1)c1ccc2ccccc2n1.Cc1ccc(OCCCCl)c2c1NC(=O)C2(C)C,"Cc1ccc(O)c2c1NC(=O)C2(C)C.ClCCCN1CCC(=Cc2ccc3ccccc3n2)CC1,C(=C1CCNCC1)c1ccc2ccccc2n1.Cc1ccc(OCCCCl)c2c1NC(=O)C2(C)C,BrCCCN1CCC(=Cc2ccc3ccccc3n2)CC1.Cc1ccc(O)c2c1NC(=O)C2(C)C,C(=C1CCNCC1)c1ccc2ccccc2n1.Cc1ccc(OCCCCl)c2c1NC(=O)C2(C)C,CCOC(=O)C(C)(C)c1c(OCCCN2CCC(=Cc3ccc4ccccc4n3)CC2)ccc(C)c1N,C=C1CCN(CCCOc2ccc(C)c3c2C(C)(C)C(=O)N3)CC1.Clc1ccc2ccccc2n1,Cc1ccc(O)c2c1NC(=O)C2(C)C.OCCCN1CCC(=Cc2ccc3ccccc3n2)CC1,C1=C(c2ccc3ccccc3n2)CCNC1.Cc1ccc(OCCCCl)c2c1NC(=O)C2(C)C,C1=C(Cc2ccc3ccccc3n2)CCNC1.Cc1ccc(OCCCCl)c2c1NC(=O)C2(C)C,C(=C1CCNCC1)c1ccc2ccccc2n1.Cc1ccc(OCCCBr)c2c1C(C)(C)C(=O)N2"
Nc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O,N.O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1Br,"O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1[N+](=O)[O-],O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1[N+](=O)[O-],C[C@H]1O[C@@H](n2cc([N+](=O)[O-])c(=O)[nH]c2=O)C[C@@H]1O,[N-]=[N+]=Nc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O,O=c1[nH]cc([N+](=O)[O-])c(=O)n1[C@H]1C[C@H](O)[C@@H](CO)O1,,CC(=O)Nc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1[N+](=O)[O-],O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@H](CO)O2)cc1[N+](=O)[O-],Nc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O"
NC[C@H]1CN(c2ccc(C3=CCN(Cc4ccccc4)CC3)c(F)c2)C(=O)O1,[N-]=[N+]=NC[C@H]1CN(c2ccc(C3=CCN(Cc4ccccc4)CC3)c(F)c2)C(=O)O1,"[N-]=[N+]=NC[C@H]1CN(c2ccc(C3=CCN(Cc4ccccc4)CC3)c(F)c2)C(=O)O1,[N-]=[N+]=NC[C@@H]1CN(c2ccc(C3=CCN(Cc4ccccc4)CC3)c(F)c2)C(=O)O1,[N-]=[N+]=NCC1CN(c2ccc(C3=CCN(Cc4ccccc4)CC3)c(F)c2)C(=O)O1,[N-]=[N+]=NC[C@H]1CN(c2ccc(C3=CCNCC3)c(F)c2)C(=O)O1,N#C[C@H]1CN(c2ccc(C3=CCN(Cc4ccccc4)CC3)c(F)c2)C(=O)O1,O=C1c2ccccc2C(=O)N1C[C@H]1CN(c2ccc(C3=CCN(Cc4ccccc4)CC3)c(F)c2)C(=O)O1,[N-]=[N+]=NC[C@H]1CN(c2ccc(C3=CCN(Cc4ccccc4Cl)CC3)c(F)c2)C(=O)O1,,[N-]=[N+]=NC[C]1CN(c2ccc(C3=CCN(Cc4ccccc4)CC3)c(F)c2)C(=O)O1,[N-]=[N+]=NC[C@H]1CN(c2ccc(C3=CCN(CCc4ccccc4)CC3)c(F)c2)C(=O)O1"
CC(C)(C)OC(=O)N[C@H]1CC[C@@H](N2CCOCC2)CC1,C1COCCN1.CC(C)(C)OC(=O)NC1CCC(=O)CC1,"C1COCCN1.CC(C)(C)OC(=O)N[C@H]1CC[C@@H](O)CC1,,BrCCOCCBr.CC(C)(C)OC(=O)N[C@H]1CC[C@@H](N)CC1,C1COCCN1.CC(C)(C)OC(=O)N[C@H]1CC[C@@H](OS(C)(=O)=O)CC1,C1COCCN1.CC(C)(C)OC(=O)N[C@H]1CC[C@@H](N2CCOCC2)CC1,C1COCCN1.CC(C)(C)OC(=O)NC1CCC(=O)CC1,CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.N[C@H]1CC[C@@H](N2CCOCC2)CC1,C1COCCN1.CC(C)(C)OC(=O)N[C@H]1CC[C@H](O)CC1,C1COCCN1.CC(C)(C)OC(=O)NC1CCC(=O)CC1,"
COc1ccc(S(C)(=O)=O)cc1NC(=S)Nc1cccc2ncn(C)c12,COc1ccc(S(C)(=O)=O)cc1N=C=S.Cn1cnc2cccc(N)c21,"COc1ccc(S(C)(=O)=O)cc1N=C=S.Cn1cnc2cccc(N)c21,COc1ccc(S(C)(=O)=O)cc1NC(=S)Cl.Cn1cnc2cccc(N)c21,COc1ccc(S(C)(=O)=O)cc1N.Cn1cnc2cccc(N=C=S)c21,COc1ccc(S(C)(=O)=O)cc1N=C=S.Cn1cnc2cccc(N)c21,COc1ccc(S(C)(=O)=O)cc1N=C=S.Cn1cnc2cccc([NH3+])c21,,CI.COc1ccc(S(C)(=O)=O)cc1NC(=S)Nc1cccc2nc[nH]c12,CCOc1ccc(S(C)(=O)=O)cc1N=C=S.Cn1cnc2cccc(N)c21,C,COc1ccc(S(C)(=O)=O)cc1N=C=S.Cn1cnc2cccc(N)c21"
CNc1ccccc1C(=O)COC(=O)c1ccccc1,CI.Nc1ccccc1C(=O)COC(=O)c1ccccc1,"CNc1ccccc1C(=O)CBr.O=C(O)c1ccccc1,CNc1ccccc1C(=O)CBr.O=C([O-])c1ccccc1,CNc1ccccc1C(=O)CCl.O=C(O)c1ccccc1,CNc1ccccc1C(=O)CO.O=C(Cl)c1ccccc1,CNc1ccccc1C(=O)CCl.O=C([O-])c1ccccc1,CN(C(=O)OC(C)(C)C)c1ccccc1C(=O)COC(=O)c1ccccc1,CNc1ccccc1C(O)COC(=O)c1ccccc1,CNc1ccccc1C(=O)CBr.O=C(Cl)c1ccccc1,CNc1ccccc1C(=O)CO.O=C(CBr)c1ccccc1,CNc1ccccc1C(=O)CBr.O=C(COC(=O)c1ccccc1)c1ccccc1"
C=CCN(C)C1(C#Cc2ccc3c(-c4ccc(C(F)(F)F)cc4)nsc3c2)CCCC1,C#CC1(N(C)CC=C)CCCC1.O=S(=O)(Oc1ccc2c(-c3ccc(C(F)(F)F)cc3)nsc2c1)C(F)(F)F,"C=CCBr.CNC1(C#Cc2ccc3c(-c4ccc(C(F)(F)F)cc4)nsc3c2)CCCC1,C=CCNC.CS(=O)(=O)OC1(C#Cc2ccc3c(-c4ccc(C(F)(F)F)cc4)nsc3c2)CCCC1,C#CC1(N(C)CC=C)CCCC1.FC(F)(F)c1ccc(-c2nsc3cc(I)ccc23)cc1,C#CC1(N(C)CC=C)CCCC1.FC(F)(F)c1ccc(-c2nsc3cc(Br)ccc23)cc1,C=CCNC.FC(F)(F)c1ccc(-c2nsc3cc(C#CC4(Br)CCCC4)ccc23)cc1,C=CCNC.OC1(C#Cc2ccc3c(-c4ccc(C(F)(F)F)cc4)nsc3c2)CCCC1,C#CC1(NC)CCCC1.FC(F)(F)c1ccc(-c2nsc3cc(I)ccc23)cc1,C#CC1(NC)CCCC1.FC(F)(F)c1ccc(-c2nsc3cc(Br)ccc23)cc1,C=CCNC.FC(F)(F)c1ccc(-c2nsc3cc(C#CC4(Cl)CCCC4)ccc23)cc1,C=CCN(C)C1(C#Cc2ccc3c(-c4ccc(C(F)(F)F)cc4)nsc3c2)CCCC1.CI"
CC(CCOC(=O)Oc1ccccc1C=CC(=O)OCCc1ccccc1)CCc1ccccc1,CC(CCOC(=O)Cl)CCc1ccccc1.O=C(C=Cc1ccccc1O)OCCc1ccccc1,"CC(CCOC(=O)Cl)CCc1ccccc1.O=C(C=Cc1ccccc1O)OCCc1ccccc1,CC(CCO)CCc1ccccc1.O=C(Cl)Oc1ccccc1C=CC(=O)OCCc1ccccc1,CC(CCOC(=O)Cl)CCc1ccccc1.O=C(C=Cc1ccccc1O)OCCc1ccccc1,CC(CCO)CCc1ccccc1.O=C(C=Cc1ccccc1O)OCCc1ccccc1,CC(CCOC(=O)Oc1ccccc1C=CC(=O)O)CCc1ccccc1.OCCc1ccccc1,CC(=CCOC(=O)Oc1ccccc1C=CC(=O)OCCc1ccccc1)CCc1ccccc1,CC(CCOC(=O)Cl)CCc1ccccc1.O=C(/C=C/c1ccccc1O)OCCc1ccccc1,CC(CCO)CCc1ccccc1.COC(=O)Oc1ccccc1C=CC(=O)OCCc1ccccc1,C=CC(=O)OCCc1ccccc1.CC(CCOC(=O)Oc1ccccc1I)CCc1ccccc1,"
CC(C)(C)[Si](C)(C)OCCC/C=C/C(=O)O,CCOC(=O)/C=C/CCCO[Si](C)(C)C(C)(C)C,"COC(=O)/C=C/CCCO[Si](C)(C)C(C)(C)C,CCOC(=O)/C=C/CCCO[Si](C)(C)C(C)(C)C,COC(=O)/C=C\CCCO[Si](C)(C)C(C)(C)C,CCOC(=O)/C=C\CCCO[Si](C)(C)C(C)(C)C,COC(=O)C=CCCCO[Si](C)(C)C(C)(C)C,CCOC(=O)C=CCCCO[Si](C)(C)C(C)(C)C,COC(=O)/C=C/CCCO[Si](C)(C)C(C)(C)C,COC(=O)/C=C/CCO[Si](C)(C)C(C)(C)C,COC(=O)/C=C/CCCCO[Si](C)(C)C(C)(C)C,CCOC(=O)/C=C/CCO[Si](C)(C)C(C)(C)C"
CC(C)CNc1cc(NC(=O)OC(C)(C)C)c([N+](=O)[O-])cc1Cl,CC(C)(C)OC(=O)Nc1cc(Cl)c(Cl)cc1[N+](=O)[O-].CC(C)CN,"CC(C)(C)OC(=O)Nc1cc(Cl)c(Cl)cc1[N+](=O)[O-].CC(C)CN,CC(C)(C)OC(=O)Nc1cc(F)c(Cl)cc1[N+](=O)[O-].CC(C)CN,CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.CC(C)CNc1cc(N)c([N+](=O)[O-])cc1Cl,CC(C)(C)OC(N)=O.CC(C)CNc1cc(Cl)c(Cl)cc1[N+](=O)[O-],CC(C)(C)OC(N)=O.CC(C)CNc1cc(F)c(Cl)cc1[N+](=O)[O-],CC(C)(C)OC(=O)Nc1cc(N)c(Cl)cc1[N+](=O)[O-].CC(C)CN,CC(C)(C)OC(=O)Nc1cc(Cl)c(Cl)cc1[N+](=O)[O-].CC(C)C[NH3+],CC(C)(C)OC(=O)Nc1cc(F)c(Cl)cc1[N+](=O)[O-].CC(C)C[NH3+],CC(C)(C)OC(=O)Nc1cc(Br)c(Cl)cc1[N+](=O)[O-].CC(C)CN,CC(C)(C)OC(=O)NC(OC(C)(C)C)c1cc(Cl)c(Cl)cc1[N+](=O)[O-].CC(C)CN"
CC(C)c1cc(CN2C(=O)C3(COc4cc5c(cc43)OCO5)c3ccccc32)on1,CC(C)c1cc(CO)on1.O=C1Nc2ccccc2C12COc1cc3c(cc12)OCO3,"CC(C)c1cc(CCl)on1.O=C1Nc2ccccc2C12COc1cc3c(cc12)OCO3,CC(C)c1cc(CO)on1.O=C1Nc2ccccc2C12COc1cc3c(cc12)OCO3,CC(C)c1cc(CBr)on1.O=C1Nc2ccccc2C12COc1cc3c(cc12)OCO3,CC(C)c1cc(CBr)on1.O=C1Nc2ccccc2C12COc1cc3c(cc12)OCO3,CC(C)c1cc(COS(C)(=O)=O)on1.O=C1Nc2ccccc2C12COc1cc3c(cc12)OCO3,CC(C)c1cc(CCl)on1.O=C1Nc2ccccc2[C@]12COc1cc3c(cc12)OCO3,CC(C)c1cc(CCl)on1,CC(C)c1cc(CCl)on1.O=C1Nc2ccccc2C12COc1cc3c(cc12)OCO3,C=C(C)c1cc(CN2C(=O)C3(COc4cc5c(cc43)OCO5)c3ccccc32)on1,CC(C)c1cc(C=O)on1.O=C1Nc2ccccc2C12COc1cc3c(cc12)OCO3"
CCOC(=O)c1csc(Cc2cc(Cl)ccc2OCC(C)C)n1,CC(C)CI.CCOC(=O)c1csc(Cc2cc(Cl)ccc2O)n1,"CC(C)COc1ccc(Cl)cc1CC(N)=S.CCOC(=O)C(=O)CBr,CC(C)COc1ccc(Cl)cc1CC(N)=S.CCOC(=O)C(=O)CBr,CC(C)CBr.CCOC(=O)c1csc(Cc2cc(Cl)ccc2O)n1,CCO.CCOC(=O)c1csc(Cc2cc(Cl)ccc2OCC(C)C)n1,CC(C)COc1ccc(Cl)cc1Cc1nc(C(=O)O)cs1.CCO,CC(C)CBr.CCOC(=O)C(=O)CBr,CC(C)CO.CCOC(=O)C(=O)CBr,CC(C)CI.CCOC(=O)c1csc(Cc2cc(Cl)ccc2O)n1,CC(C)COc1ccc(Cl)cc1CC(N)=S.CCOC(=O)c1csc(CBr)n1,CC(C)COc1ccc(Cl)cc1CC(N)=S.COC(=O)C(=O)CBr"
CCOC(=O)C[C@@H]1CC[C@@H](CN(CC)c2cccnc2C=O)CC1,CCNC[C@@H]1CC[C@@H](CC(=O)OCC)CC1.O=Cc1ncccc1F,"CCOC(=O)C[C@H]1CC[C@H](CN(CC)c2cccnc2CO)CC1,CCOC(=O)C[C@H]1CC[C@H](CN(CC)c2cccnc2Br)CC1.CN(C)C=O,CCOC(=O)C[C@H]1CC[C@H](CN(CC)c2cccnc2CO)CC1,CCOC(=O)C[C@H]1CC[C@H](CN(CC)c2cccnc2Br)CC1.CN(C)C=O,CCI.CCOC(=O)C[C@H]1CC[C@H](CNc2cccnc2C=O)CC1,CCOC(=O)C[C@H]1CC[C@H](CN(CC)c2ccc(Cl)nc2C=O)CC1,CCOC(=O)C[C@H]1CC[C@H](CNc2cccnc2C=O)CC1.CN(C)C=O,CCI.CCOC(=O)C[C@H]1CC[C@H](CNc2cccnc2C=O)CC1,CCOC(=O)C[C@H]1CC[C@H](CN(CC)c2ccc(Cl)nc2C=O)CC1,CCNc1cccnc1C=O.CCOC(=O)C[C@H]1CC[C@H](CBr)CC1"
CC(=O)Nc1ccc(C(=O)O)c(F)c1,CC(=O)O.Nc1ccc(C(=O)O)c(F)c1,"CC(=O)Cl.Nc1ccc(C(=O)O)c(F)c1,CC(=O)OC(C)=O.Nc1ccc(C(=O)O)c(F)c1,CC(=O)O.Nc1ccc(C(=O)O)c(F)c1,CC(=O)Nc1ccc(C(=O)OC(C)(C)C)c(F)c1,COC(=O)c1ccc(NC(C)=O)cc1F,CC(=O)Nc1ccc(C(=O)OCc2ccccc2)c(F)c1,CC(=O)[O-].Nc1ccc(C(=O)O)c(F)c1,CC(N)=O.O=C(O)c1ccc(F)cc1F,CC(N)=O.O=C(O)c1ccc(Br)cc1F,CC(N)=O.O=C(O)c1ccc(Cl)cc1F"
O=[N+]([O-])c1c[nH]nc1-c1nc2cc(CN3CCOCC3)ccc2[nH]1,Nc1ccc(CN2CCOCC2)cc1N.O=C(O)c1n[nH]cc1[N+](=O)[O-],"Nc1ccc(CN2CCOCC2)cc1N.O=C(O)c1n[nH]cc1[N+](=O)[O-],Nc1ccc(CN2CCOCC2)cc1N.O=C(Cl)c1n[nH]cc1[N+](=O)[O-],Nc1ccc(CN2CCOCC2)cc1N.O=C([O-])c1n[nH]cc1[N+](=O)[O-],Nc1ccc(CN2CCOCC2)cc1N.O=C(O)c1n[nH]cc1[N+](=O)[O-],Nc1ccc(CN2CCOCC2)cc1N.O=C(O)c1n[nH]cc1[N+](=O)[O-],,Nc1ccc(CN2CCOCC2)cc1N.O=C(O)c1n[nH]nc1[N+](=O)[O-],Nc1ccc(CN2CCOCC2)cc1NC(=O)c1n[nH]cc1[N+](=O)[O-].O=C(O)c1n[nH]cc1[N+](=O)[O-],NNc1ccc(CN2CCOCC2)cc1N.O=C(O)c1n[nH]cc1[N+](=O)[O-],Nc1ccc(CN2CCOCC2)cc1N.O=C(O)c1n[nH]cc1[N+](=O)[O-]"
COc1cc(/C=C/c2nnc(C(CCCCl)c3cc(F)c(F)c(F)c3)o2)cnc1-n1cnc(C)c1,COc1cc(/C=C/C(=O)NNC(=O)C(CCCCl)c2cc(F)c(F)c(F)c2)cnc1-n1cnc(C)c1,"COc1cc(/C=C/c2nnc(C(CCCCl)c3cc(F)c(F)c(F)c3)o2)cnc1-n1cnc(C)c1.ClC(Cl)(Cl)Cl,COc1cc(/C=C/c2nnc(C(=CCCCl)c3cc(F)c(F)c(F)c3)o2)cnc1-n1cnc(C)c1,COc1cc(C=Cc2nnc(C(CCCCl)c3cc(F)c(F)c(F)c3)o2)cnc1-n1cnc(C)c1.ClC(Cl)(Cl)Cl,C=Cc1cnc(-n2cnc(C)c2)c(OC)c1.Fc1cc(C(CCCCl)c2nnc(I)o2)cc(F)c1F,C=Cc1nnc(C(CCCCl)c2cc(F)c(F)c(F)c2)o1.COc1cc(Br)cnc1-n1cnc(C)c1,COc1cc(/C=C/c2nnc(C(CCCCl)c3cc(F)c(F)c(F)c3)o2)cnc1Cl.Cc1c[nH]cn1,COc1cc(C=Cc2nnc(C(=CCCCl)c3cc(F)c(F)c(F)c3)o2)cnc1-n1cnc(C)c1,COc1cc(/C=C/c2nnc(C(CCCO)c3cc(F)c(F)c(F)c3)o2)cnc1-n1cnc(C)c1.ClC(Cl)(Cl)Cl,,C=Cc1cnc(-n2cnc(C)c2)c(OC)c1.Fc1cc(C(CCCCl)c2nnc(Br)o2)cc(F)c1F"
Nc1cnc(Cl)c(C(F)(F)F)c1,O=[N+]([O-])c1cnc(Cl)c(C(F)(F)F)c1,"O=[N+]([O-])c1cnc(Cl)c(C(F)(F)F)c1,N.O=[N+]([O-])c1cnc(Cl)c(C(F)(F)F)c1,Nc1cnc(Cl)c(C(F)(F)F)c1Cl,Nc1ncc(Cl)c(C(F)(F)F)c1Cl,[N-]=[N+]=Nc1cnc(Cl)c(C(F)(F)F)c1,N.Nc1cnc(Cl)c(C(F)(F)F)c1,O=C1c2ccccc2C(=O)N1c1cnc(Cl)c(C(F)(F)F)c1,O=[N+]([O-])c1cnc(Cl)c(C(F)(F)F)c1,CC(=O)Nc1cnc(Cl)c(C(F)(F)F)c1,CC(C)(C)OC(=O)Nc1cnc(Cl)c(C(F)(F)F)c1"
O=c1[nH]c(NCc2ccc(Cl)c(Cl)c2)nc2ncn(CCCCO)c12,CC(=O)OCCCCn1cnc2nc(NCc3ccc(Cl)c(Cl)c3)[nH]c(=O)c21,"NCc1ccc(Cl)c(Cl)c1.O=c1[nH]c(Cl)nc2ncn(CCCCO)c12,NCc1ccc(Cl)c(Cl)c1.O=c1[nH]c(Br)nc2ncn(CCCCO)c12,CC(=O)OCCCCn1cnc2nc(NCc3ccc(Cl)c(Cl)c3)[nH]c(=O)c21,Nc1nc2ncn(CCCCO)c2c(=O)[nH]1.O=Cc1ccc(Cl)c(Cl)c1,CCOC(=O)CCCn1cnc2nc(NCc3ccc(Cl)c(Cl)c3)[nH]c(=O)c21,COCCCCn1cnc2nc(NCc3ccc(Cl)c(Cl)c3)[nH]c(=O)c21,COC(=O)CCCn1cnc2nc(NCc3ccc(Cl)c(Cl)c3)[nH]c(=O)c21,COc1ccc(COCCCCn2cnc3nc(NCc4ccc(Cl)c(Cl)c4)[nH]c(=O)c32)cc1,CC(C)(C)[Si](C)(C)OCCCCn1cnc2nc(NCc3ccc(Cl)c(Cl)c3)[nH]c(=O)c21,COCOCCCCn1cnc2nc(NCc3ccc(Cl)c(Cl)c3)[nH]c(=O)c21"
Nc1cc(F)c(F)c(CO)c1F,Nc1cc(F)c(F)c(C(=O)O)c1F,"O=[N+]([O-])c1cc(F)c(F)c(CO)c1F,Nc1cc(F)c(F)c(C(=O)O)c1F,Nc1cc(F)c(F)c(C=O)c1F,O=Cc1c(F)c(F)cc([N+](=O)[O-])c1F,COC(=O)c1c(F)c(N)cc(F)c1F,O=C(O)c1c(F)c(F)cc([N+](=O)[O-])c1F,[N-]=[N+]=Nc1cc(F)c(F)c(CO)c1F,,,Nc1cc(F)c(F)c(C(=O)O)c1F"
CCCCC/C=C\C/C=C\CCCCCCCCOS(C)(=O)=O,CCCCC/C=C\C/C=C\CCCCCCCCO.CS(=O)(=O)Cl,"CCCCC/C=C\C/C=C\CCCCCCCCO.CS(=O)(=O)Cl,CCCCC/C=C\C/C=C\CCCCCCCO.CS(=O)(=O)Cl,CCCCC/C=C\C/C=C\CCCCCCCCCO.CS(=O)(=O)Cl,CCCCC/C=C\C/C=C\C/C=C\CCCCCCCCO.CS(=O)(=O)Cl,CCCCC/C=C\C/C=C\C/C=C\CCCCCCCO.CS(=O)(=O)Cl,CCCCC/C=C\C/C=C\CCCCCCO.CS(=O)(=O)Cl,CCCCC/C=C\CC=CCCCCCCCCO.CS(=O)(=O)Cl,CCCCC/C=C\C/C=C\CCCCCCCCO.CS(=O)(=O)O,C,CCCCCC/C=C\C/C=C\CCCCCCCCO.CS(=O)(=O)Cl"
O=C(O)c1ccc(-c2cccc(C(=O)Nc3ccc(N4CCOCC4)cc3)c2)cc1,CCOC(=O)c1ccc(-c2cccc(C(=O)Nc3ccc(N4CCOCC4)cc3)c2)cc1,"COC(=O)c1ccc(-c2cccc(C(=O)Nc3ccc(N4CCOCC4)cc3)c2)cc1,CCOC(=O)c1ccc(-c2cccc(C(=O)Nc3ccc(N4CCOCC4)cc3)c2)cc1,Nc1ccc(N2CCOCC2)cc1.O=C(O)c1ccc(-c2cccc(C(=O)Cl)c2)cc1,CC(C)(C)OC(=O)c1ccc(-c2cccc(C(=O)Nc3ccc(N4CCOCC4)cc3)c2)cc1,Nc1ccc(N2CCOCC2)cc1.O=C(O)c1ccc(-c2cccc(C(=O)O)c2)cc1,O=C(Nc1ccc(N2CCOCC2)cc1)c1cccc(I)c1.O=C(O)c1ccc(B(O)O)cc1,O=C(Nc1ccc(N2CCOCC2)cc1)c1cccc(Br)c1.O=C(O)c1ccc(B(O)O)cc1,,Nc1ccc(N2CCOCC2)cc1.O=C(O)c1ccc(-c2cccc(C(=O)Cl)c2)cc1,CC1(C)OB(c2ccc(C(=O)O)cc2)OC1(C)C.O=C(Nc1ccc(N2CCOCC2)cc1)c1cccc(Br)c1"
CC(=O)NC1CC(C)(C)c2ccc([N+](=O)[O-])cc2NC1=O,CC(=O)OC(C)=O.CC1(C)CC(N)C(=O)Nc2cc([N+](=O)[O-])ccc21,"CC(=O)Cl.CC1(C)CC(N)C(=O)Nc2cc([N+](=O)[O-])ccc21,CC(=O)OC(C)=O.CC1(C)CC(N)C(=O)Nc2cc([N+](=O)[O-])ccc21,CC(=O)O.CC1(C)CC(N)C(=O)Nc2cc([N+](=O)[O-])ccc21,CC(=O)Cl.CC1(C)C[C@H](N)C(=O)Nc2cc([N+](=O)[O-])ccc21,CC(=O)Cl.CC1(C)C[C@@H](N)C(=O)Nc2cc([N+](=O)[O-])ccc21,CC(N)=O.CC1(C)CC(Br)C(=O)Nc2cc([N+](=O)[O-])ccc21,COc1ccc(CN2C(=O)C(NC(C)=O)CC(C)(C)c3ccc([N+](=O)[O-])cc32)cc1,CC(=O)Cl.CC1(C)CC([NH3+])C(=O)Nc2cc([N+](=O)[O-])ccc21,CC(N)=O.CC1(C)CC(O)C(=O)Nc2cc([N+](=O)[O-])ccc21,CC1(C)CC(N)C(=O)Nc2cc([N+](=O)[O-])ccc21.COC(C)=O"
CCCCOC(=O)N1CCC(Oc2cc(N3CCc4cc(S(C)(=O)=O)ccc43)ncn2)CC1,CCCCOC(=O)Cl.CS(=O)(=O)c1ccc2c(c1)CCN2c1cc(OC2CCNCC2)ncn1,"CCCCOC(=O)Cl.CS(=O)(=O)c1ccc2c(c1)CCN2c1cc(OC2CCNCC2)ncn1,CCCCOC(=O)N1CCC(Oc2cc(Cl)ncn2)CC1.CS(=O)(=O)c1ccc2c(c1)CCN2,CCCCOC(=O)N1CCC(Oc2cc(N3CCc4cc(S(C)(=O)=O)ccc43)ncn2)CC1.CS(=O)(=O)c1ccc2c(c1)CCN2,CCCCO.CCCCOC(=O)N1CCC(Oc2cc(N3CCc4cc(S(C)(=O)=O)ccc43)ncn2)CC1,CCCCOC(=O)N1CCC(O)CC1.CS(=O)(=O)c1ccc2c(c1)CCN2c1cc(Cl)ncn1,CCCCO,CCCCO.CS(=O)(=O)c1ccc2c(c1)CCN2c1cc(OC2CCN(C(=O)O)CC2)ncn1,CCCCBr.CS(=O)(=O)c1ccc2c(c1)CCN2c1cc(OC2CCN(C(=O)O)CC2)ncn1,CCCCOC(=O)OCCCC.CS(=O)(=O)c1ccc2c(c1)CCN2c1cc(OC2CCNCC2)ncn1,CCCCOC(=O)N1CCC(Oc2cc(Br)ncn2)CC1.CS(=O)(=O)c1ccc2c(c1)CCN2"
