products,reactants,predictions
CCN(CC)CCCNc1nc(-c2cc(C(=O)NCC(C)C)ccc2C)c2ccc(=O)n(-c3c(F)cccc3F)c2n1,CC(C)CN.CCN(CC)CCCNc1nc(-c2cc(C(=O)O)ccc2C)c2ccc(=O)n(-c3c(F)cccc3F)c2n1,"CCN(CC)CCCNc1nc(Cl)c2ccc(=O)n(-c3c(F)cccc3F)c2n1.Cc1ccc(C(=O)NCC(C)C)cc1B1OC(C)(C)C(C)(C)O1,CCN(CC)CCCN.CCN(CC)CCCNc1nc(-c2cc(C(=O)O)ccc2C)c2ccc(=O)n(-c3c(F)cccc3F)c2n1,CC(C)CN.CCN(CC)CCCNc1nc(Cl)c2ccc(=O)n(-c3c(F)cccc3F)c2n1,CCN(CC)CCCNc1nc(Cl)c2ccc(=O)n(-c3c(F)cccc3F)c2n1.Cc1ccc(C(=O)NCC(C)C)cc1B1OC(C)(C)C(C)(C)O1,CC(C)CN.CCN(CC)CCCNc1nc(-c2cc(C(=O)O)ccc2C)c2ccc(=O)n(-c3c(F)cccc3F)c2n1,CCN(CC)CCCNc1nc(-c2cc(C(=O)O)ccc2C)c2ccc(=O)n(-c3c(F)cccc3F)c2n1.CCNCC,CCC(C)CN.CCN(CC)CCCNc1nc(Cl)c2ccc(=O)n(-c3c(F)cccc3F)c2n1,CCN(CC)CCCNc1nc(I)c2ccc(=O)n(-c3c(F)cccc3F)c2n1.Cc1ccc(C(=O)NCC(C)C)cc1B1OC(C)(C)C(C)(C)O1,CCN(CC)CCCNc1nc(-c2cc(C(=O)O)ccc2C)c2ccc(=O)n(-c3c(F)cccc3F)c2n1.CC[C@@H](C)CN,CCC(C)CN.CCN(CC)CCCNc1nc(-c2cc(C(=O)O)ccc2C)c2ccc(=O)n(-c3c(F)cccc3F)c2n1"
CCOC(=O)c1cccc(NC(=O)c2c(-c3c(F)cccc3Cl)noc2C)c1,CCOC(=O)c1cccc(N)c1.Cc1onc(-c2c(F)cccc2Cl)c1C(=O)Cl,"CCOC(=O)c1cccc(N)c1.Cc1onc(-c2c(F)cccc2Cl)c1C(=O)O,CCOC(=O)c1cccc(N)c1.Cc1onc(-c2c(F)cccc2Cl)c1C(=O)Cl,CCOC(=O)c1cccc(N)c1.Cc1onc(-c2c(F)cccc2Cl)c1C(=O)Br,CCOC(=O)c1cccc([NH3+])c1.Cc1onc(-c2c(F)cccc2Cl)c1C(=O)O,C#COC(=O)c1cccc(NC(=O)c2c(-c3c(F)cccc3Cl)noc2C)c1,CCO.Cc1onc(-c2c(F)cccc2Cl)c1C(=O)Nc1cccc(C(=O)O)c1,C#Cc1onc(-c2c(F)cccc2Cl)c1C(=O)Nc1cccc(C(=O)OCC)c1,CCOC(=O)c1cccc([NH3+])c1.Cc1onc(-c2c(F)cccc2Cl)c1C(=O)Cl,CCI.Cc1onc(-c2c(F)cccc2Cl)c1C(=O)Nc1cccc(C(=O)O)c1,"
Fc1ccccc1-c1nc(Nc2ccncc2)c2ccsc2n1,Fc1ccccc1-c1nc(Cl)c2ccsc2n1.Nc1ccncc1,"Fc1ccccc1-c1nc(Cl)c2ccsc2n1.Nc1ccncc1,Fc1ccccc1-c1nc(Cl)c2ccsc2n1.Nc1ccncc1,Fc1ccccc1-c1nc(Cl)c2ccsc2n1.Nc1ccncc1,Brc1ccncc1.Nc1nc(-c2ccccc2F)nc2sccc12,Nc1ccncc1.Oc1nc(-c2ccccc2F)nc2sccc12,Ic1ccncc1.Nc1nc(-c2ccccc2F)nc2sccc12,Brc1ccncc1.Nc1ccsc1,Brc1ccncc1.Nc1nc(-c2ccccc2F)nc2sccc12,,Fc1ccccc1-c1nc(Cl)c2ccsc2n1.Oc1ccncc1"
COC(=O)C1C2CCC(O2)C1C(=O)N1CCN(C)CC1,CN1CCNCC1.COC(=O)C1C2CCC(O2)C1C(=O)O,"CN1CCNCC1.COC(=O)C1C2CCC(O2)C1C(=O)O,CN1CCNCC1.COC(=O)C1C2CCC(O2)C1C(=O)O,CN1CCNCC1.COC(=O)C1C2C=CC(O2)C1C(=O)O,CN1CCNCC1.COC(=O)[C@@H]1C2CCC(O2)C1C(=O)O,CN1CCNCC1.COC(=O)C1C2CC=C(O2)C1C(=O)O,CN1CCNCC1.COC(=O)C1C2CCC(O2)C1C(=O)O,CN1CCNCC1.COC(=O)C1C2CCC1O2,CN1CCNCC1.COC(=O)C1C2CCC(O2)C1C(=O)[O-],CCN1CCNCC1.COC(=O)C1C2CCC(O2)C1C(=O)O,CI.COC(=O)C1C2CCC(O2)C1C(=O)N1CCNCC1"
COC(=O)COc1ccc(OC/C=C(\c2ccc(C#CCN3CCOCC3)cc2)c2ccc(C3CC3)cc2)cc1C,C#CCN1CCOCC1.COC(=O)COc1ccc(OC/C=C(\c2ccc(I)cc2)c2ccc(C3CC3)cc2)cc1C,"C#CCN1CCOCC1.COC(=O)COc1ccc(OC/C=C(\c2ccc(I)cc2)c2ccc(C3CC3)cc2)cc1C,C#CCN1CCOCC1.COC(=O)COc1ccc(OC/C=C(/c2ccc(Br)cc2)c2ccc(C3CC3)cc2)cc1C,C#CCN1CCOCC1.COC(=O)COc1ccc(OC/C=C(/c2ccc(I)cc2)c2ccc(C3CC3)cc2)cc1C,C#CCN1CCOCC1.COC(=O)COc1ccc(OC/C=C(\c2ccc(Br)cc2)c2ccc(C3CC3)cc2)cc1C,C#CCN1CCOCC1.COC(=O)COc1ccc(OC/C=C(/c2ccc(Cl)cc2)c2ccc(C3CC3)cc2)cc1C,C#CCN1CCOCC1.COC(=O)COc1ccc(OC/C=C(\c2ccc(Br)cc2)c2ccc(C3CC3)cc2)cc1C,C#CCN1CCOCC1.COC(=O)COc1ccc(OC/C=C(/c2ccc(I)cc2)c2ccc(C3CC3)cc2)cc1C,C#CCN1CCOCC1.COC(=O)COc1ccc(OC/C=C(/c2ccc(F)cc2)c2ccc(C3CC3)cc2)cc1C,C#CCN1CCOCC1.COC(=O)COc1ccc(OC/C=C(\c2ccc(I)cc2)c2ccc(C3CC3)cc2)cc1C,"
CC(=O)Nc1cc(F)ccc1C(=O)NCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,CC(=O)OC(C)=O.Nc1cc(F)ccc1C(=O)NCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,"CC(=O)Nc1cc(F)ccc1C(=O)O.NCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,CC(=O)Cl.Nc1cc(F)ccc1C(=O)NCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,CC(=O)Nc1cc(F)ccc1C(=O)NCCBr.O=c1[nH]c2ccccc2n1C1CCNCC1,CC(=O)O.Nc1cc(F)ccc1C(=O)NCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,CC(=O)Nc1cc(F)ccc1C(=O)Cl.NCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,CC(=O)Br.Nc1cc(F)ccc1C(=O)NCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,COC(C)=O.Nc1cc(F)ccc1C(=O)NCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,CC(=O)Nc1cc(F)ccc1C(=O)NCCCl.O=c1[nH]c2ccccc2n1C1CCNCC1,,CC(=O)[O-].Nc1cc(F)ccc1C(=O)NCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1"
C[C@@H]1CN(c2ccc3c(c2)NC(=O)CS3)[C@H](c2ccccc2)CO1,C[C@@H]1CN[C@H](c2ccccc2)CO1.O=C1CSc2ccc(Br)cc2N1,"C[C@@H]1CN[C@H](c2ccccc2)CO1.O=C1CSc2ccc(Br)cc2N1,C[C@@H]1CN[C@@H](c2ccccc2)CO1.O=C1CSc2ccc(Br)cc2N1,CC1CNC(c2ccccc2)CO1.O=C1CSc2ccc(Br)cc2N1,C[C@@H]1CN[C@H](c2ccccc2)CO1.O=C1CSc2ccc(I)cc2N1,C[C@H]1CN[C@H](c2ccccc2)CO1.O=C1CSc2ccc(Br)cc2N1,C[C@@H]1CN[C@H](c2ccccc2)CO1.O=C1CSc2ccc(F)cc2N1,,C[C@@H]1CN[C@H](c2ccccc2)CO1.O=C1CSc2ccc(Cl)cc2N1,CS(=O)(=O)OC[C@@H](Nc1ccc2c(c1)NC(=O)CS2)c1ccccc1,C[C@H]1CN[C@@H](c2ccccc2)CO1.O=C1CSc2ccc(Br)cc2N1"
CN(C)c1ccc(OCC2CCNCC2)cc1,CN(C)c1ccc(OCC2CCN(C(=O)OC(C)(C)C)CC2)cc1,"CN(C)c1ccc(OCC2CCN(C(=O)OC(C)(C)C)CC2)cc1,CN(C)c1ccc(OCC2CCN(Cc3ccccc3)CC2)cc1,Brc1ccc(OCC2CCNCC2)cc1.CN(C)c1ccc(O)cc1,Brc1ccc(OCC2CCNCC2)cc1.CNC,CN(C)c1ccc(O)cc1.OCC1CCNCC1,CN(C)c1ccc(OCC2=CCNCC2)cc1,CN(C)c1ccc(OCc2ccncc2)cc1,BrCC1CCNCC1.CN(C)c1ccc(O)cc1,CF.CN(C)c1ccc(OCC2CCNCC2)cc1,CN(C)c1ccc(OCC2CCN(C(=O)OC(C)(C)C)CC2)cc1"
O=C(O)Cn1c(=O)n(Cc2ccc(Br)cc2F)c(=O)c2ccc(Cl)cc21,CCOC(=O)Cn1c(=O)n(Cc2ccc(Br)cc2F)c(=O)c2ccc(Cl)cc21,"CC(C)(C)OC(=O)Cn1c(=O)n(Cc2ccc(Br)cc2F)c(=O)c2ccc(Cl)cc21,CCOC(=O)Cn1c(=O)n(Cc2ccc(Br)cc2F)c(=O)c2ccc(Cl)cc21,COC(=O)Cn1c(=O)n(Cc2ccc(Br)cc2F)c(=O)c2ccc(Cl)cc21,CC(C)OC(=O)Cn1c(=O)n(Cc2ccc(Br)cc2F)c(=O)c2ccc(Cl)cc21,O=C(Cn1c(=O)n(Cc2ccc(Br)cc2F)c(=O)c2ccc(Cl)cc21)OCc1ccccc1,Fc1cc(Br)ccc1CBr.O=C(O)Cn1c(=O)[nH]c(=O)c2ccc(Cl)cc21,,CCC(C)(C)OC(=O)Cn1c(=O)n(Cc2ccc(Br)cc2F)c(=O)c2ccc(Cl)cc21,Cn1c(=O)n(Cc2ccc(Br)cc2F)c(=O)c2ccc(Cl)cc21.O=C(O)CBr,CC(C)OC(=O)Cn1c(=O)n(Cc2ccc(Br)cc2F)c(=O)c2ccc(Cl)cc21"
CN(C(=O)CC(=O)Nc1ccc(Oc2ccnc3cc(-c4nccn4C)sc23)c(F)c1)c1ccccc1,CN(C(=O)CC(=O)O)c1ccccc1.Cn1ccnc1-c1cc2nccc(Oc3ccc(N)cc3F)c2s1,"CNc1ccccc1.Cn1ccnc1-c1cc2nccc(Oc3ccc(NC(=O)CC(=O)O)cc3F)c2s1,CN(C(=O)CC(=O)O)c1ccccc1.Cn1ccnc1-c1cc2nccc(Oc3ccc(N)cc3F)c2s1,CNc1ccccc1.Cn1ccnc1-c1cc2nccc(Oc3ccc(NC(=O)CC(=O)[O-])cc3F)c2s1,CNc1ccccc1.COC(=O)CC(=O)Nc1ccc(Oc2ccnc3cc(-c4nccn4C)sc23)c(F)c1,CNc1ccccc1.Cn1ccnc1-c1cc2nccc(Oc3ccc(NC(=O)CC(=O)O)cc3F)c2s1,,CN(C(=O)CC(=O)[O-])c1ccccc1.Cn1ccnc1-c1cc2nccc(Oc3ccc(N)cc3F)c2s1,CI.Cn1ccnc1-c1cc2nccc(Oc3ccc(NC(=O)CC(=O)Nc4ccccc4)cc3F)c2s1,,CNC(=O)CC(=O)Nc1ccc(Oc2ccnc3cc(-c4nccn4C)sc23)c(F)c1.Cn1ccnc1I"
CCN(Cc1cc(Br)ccc1O)c1ccc(C(=O)O)cn1,CCN(Cc1cc(Br)ccc1O)c1ccc(C(=O)OC)cn1,"CCN(Cc1cc(Br)ccc1O)c1ccc(C(=O)OC(C)(C)C)cn1,CCN(Cc1cc(Br)ccc1O)c1ccc(C(=O)OC)cn1,CCOC(=O)c1ccc(N(CC)Cc2cc(Br)ccc2O)nc1,CCNCc1cc(Br)ccc1O.O=C(O)c1ccc(Cl)nc1,CCNCc1cc(Br)ccc1O.O=C(O)c1ccc(F)nc1,,CCC(Cc1cc(Br)ccc1O)c1ccc(C(=O)OC(C)(C)C)cn1,CCC(Cc1cc(Br)ccc1O)c1ccc(C(=O)OC)cn1,CCN(Cc1cc(Br)ccc1O)c1ccc([N+](=O)[O-])cn1,CCN(Cc1cc(Br)ccc1O)c1ccc(C(=O)O)cn1"
O=C1COc2ccc3ccccc3c2N1,O=C(CCl)Nc1c(O)ccc2ccccc12,"O=C(CCl)Nc1c(O)ccc2ccccc12,Nc1c(OCC(=O)O)ccc2ccccc12,Nc1c(O)ccc2ccccc12.O=C(Cl)CO,Nc1c(O)ccc2ccccc12.O=C(O)CCl,COC(=O)COc1ccc2ccccc2c1N,Nc1c(O)ccc2ccccc12.O=C(Cl)CCl,Nc1c(O)ccc2ccccc12.O=C(O)CO,O=C(CCl)Nc1c(O)ccc2ccccc12,Nc1c(OCC(=O)[O-])ccc2ccccc12,O=C(CCl)Nc1c(Br)ccc2ccccc12"
CC(C)[C@@H](C)Oc1ccc2c(n1)OCCNC2,CC(C)[C@@H](C)Oc1ccc2c(n1)OCCN(C(=O)OC(C)(C)C)C2,"CC(C)[C@@H](C)Oc1ccc2c(n1)OCCN(C(=O)OC(C)(C)C)C2,CC(C)[C@@H](C)Oc1ccc2c(n1)OCCN(Cc1ccccc1)C2,CC[C@@H](C)Oc1ccc2c(n1)OCCN(C(=O)OC(C)(C)C)C2,CC(C)[C@@H](C)Oc1ccc2c(n1)OCCN(C(=O)OC(C)(C)C)C2,CC(C)[C@H](C)Oc1ccc2c(n1)OCCN(C(=O)OC(C)(C)C)C2,C=C(C)[C@@H](C)Oc1ccc2c(n1)OCCNC2,,CC(C)[C@@H](C)O.Clc1ccc2c(n1)OCCNC2,CC(C)[C@@H](C)Cl.Oc1ccc2c(n1)OCCNC2,"
COC(=O)C(=O)NN(CCc1ccccc1)C(N)=S,COC(=O)C(=O)Cl.NC(=S)N(N)CCc1ccccc1,"COC(=O)C(=O)Cl.NC(=S)N(N)CCc1ccccc1,COC(=O)C(=O)Br.NC(=S)N(N)CCc1ccccc1,COC(=O)C(=O)NN(CCc1ccccc1)C(N)=S.[NH4+],COC(=O)C(=O)NN(CCc1ccccc1)C(N)=S.N,COC(=O)C(=O)NN(CCc1ccccc1)C(N)=S.NC(=S)Cl,COC(=O)C(=O)NN(CCc1ccccc1)C(N)=S,CO.COC(=O)C(=O)NN(CCc1ccccc1)C(N)=S,COC(=O)C(=O)Cl.NC(=S)NN(CCc1ccccc1)C(N)=S,COC(=O)C(=O)NN(CCc1ccccc1)C(N)=S.NC(=O)Cl,COC(=O)C(=O)NN(CCc1ccccc1)C(N)=S.N#C[S-]"
N#Cc1ccc(O)c(N)c1,N#Cc1ccc(O)c([N+](=O)[O-])c1,"N#Cc1ccc(O)c([N+](=O)[O-])c1,N#C[Cu].Nc1cc(Br)ccc1O,N#Cc1ccc(O)c([N+](=O)[O-])c1,N#C[Cu].Nc1cc(Cl)ccc1O,N#Cc1ccc(F)c([N+](=O)[O-])c1,N#C[Cu].Nc1cc(I)ccc1O,,N#Cc1ccc([N+](=O)[O-])c(N)c1,N#Cc1ccc(Cl)c([N+](=O)[O-])c1,N#Cc1ccc(N)c([N+](=O)[O-])c1"
CC(C)CCS(=O)(=O)NC(=O)/C=C/c1cc(OC(C)C)nn1Cc1ccc(C(F)(F)F)cc1Cl,CC(C)CCS(N)(=O)=O.CC(C)Oc1cc(/C=C/C(=O)O)n(Cc2ccc(C(F)(F)F)cc2Cl)n1,"CC(C)CCS(N)(=O)=O.CC(C)Oc1cc(/C=C/C(=O)O)n(Cc2ccc(C(F)(F)F)cc2Cl)n1,CC(C)CCS(N)(=O)=O.CC(C)Oc1cc(/C=C/C(=O)O)n(Cc2ccc(C(F)(F)F)cc2Cl)n1,CC(C)CCS(N)(=O)=O.CC(C)I,CC(C)CCS(N)(=O)=O.CC(C)Oc1cc(/C=C/C(N)=O)n(Cc2ccc(C(F)(F)F)cc2Cl)n1,CC(C)Br.CC(C)CCS(N)(=O)=O,,CC(C)CCS(N)(=O)=O.CC(C)Nc1cc(/C=C/C(=O)O)n(Cc2ccc(C(F)(F)F)cc2Cl)n1,CC(C)CCS(N)(=O)=O.CC(C)[O-],CC(C)CCS(N)(=O)=O.CCOc1cc(/C=C/C(=O)O)n(Cc2ccc(C(F)(F)F)cc2Cl)n1,CC(C)Oc1cc(/C=C/C(=O)O)n(Cc2ccc(C(F)(F)F)cc2Cl)n1.CC(C)S(N)(=O)=O"
Clc1cc(Cl)c(OC2CCCCO2)cc1Cl,C1=COCCC1.Oc1cc(Cl)c(Cl)cc1Cl,"C1=COCCC1.Oc1cc(Cl)c(Cl)cc1Cl,C1=COCCC1.Oc1cc(Cl)c(Cl)cc1I,,,C1=COCCC1.Oc1cc(Cl)c(Cl)cc1Cl,C#COCCCC.Oc1cc(Cl)c(Cl)cc1Cl,,C#COCCCCCl.Oc1cc(Cl)c(Cl)cc1Cl,C1=COCCC1.Oc1cc(Cl)c(Cl)cc1Cl,"
COC(=O)CN1CCOCC1,C1COCCN1.COC(=O)CBr,"C1COCCN1.COC(=O)CBr,C1COCCN1.COC(=O)CBr,C1COCCN1.COC(=O)CCl,C1=COCCN1.COC(=O)CBr,C[O-].O=C(O)CN1CCOCC1,,C1COCCN1.COC(=O)C=O,C[O-].O=C(CBr)N1CCOCC1,CI.COC(=O)CN1CCOCC1,C1COCCN1.COC(=O)CBr"
CC1(C)CC(c2cccc(N3CCOCC3)c2)Nc2ccc(C(=O)O)cc21,COC(=O)c1ccc2c(c1)C(C)(C)CC(c1cccc(N3CCOCC3)c1)N2,"COC(=O)c1ccc2c(c1)C(C)(C)CC(c1cccc(N3CCOCC3)c1)N2,CCOC(=O)c1ccc2c(c1)C(C)(C)CC(c1cccc(N3CCOCC3)c1)N2,CC1(C)CC(c2cccc(N3CCOCC3)c2)Nc2ccc(C(=O)OCc3ccccc3)cc21,C1COCCN1.CC1(C)CC(c2cccc(Br)c2)Nc2ccc(C(=O)O)cc21,C1COCCN1.COC(=O)c1ccc2c(c1)C(C)(C)CC(c1cccc(Br)c1)N2,COC(=O)c1ccc2c(c1)C(C)(C)C=C(c1cccc(N3CCOCC3)c1)N2,CC1(C)CC(c2cccc(Br)c2)Nc2ccc(C(=O)O)cc21.CN1CCOCC1,CC1(C)CC(c2cccc(N3CCOCC3)c2)Nc2ccc(C(=O)O)cc21.C[Mg+],CC(C)(C)OC(=O)c1ccc2c(c1)C(C)(C)CC(c1cccc(N3CCOCC3)c1)N2,COC(=O)c1ccc2c(c1)C(C)(C)c1cc(-c3cccc(N4CCOCC4)c3)ccc1N2"
O=C(N[C@H]1CCCC[C@@H]1O)c1nc(-c2ccccc2Cl)n(-c2ccc(Cl)cc2)c1Br,O=C(N[C@H]1CCCC[C@@H]1OCc1ccccc1)c1nc(-c2ccccc2Cl)n(-c2ccc(Cl)cc2)c1Br,"N[C@H]1CCCC[C@@H]1O.O=C(O)c1nc(-c2ccccc2Cl)n(-c2ccc(Cl)cc2)c1Br,CCOC(=O)c1nc(-c2ccccc2Cl)n(-c2ccc(Cl)cc2)c1Br.N[C@H]1CCCC[C@@H]1O,COC(=O)c1nc(-c2ccccc2Cl)n(-c2ccc(Cl)cc2)c1Br.N[C@H]1CCCC[C@@H]1O,N[C@H]1CCCC[C@@H]1O.O=C(Cl)c1nc(-c2ccccc2Cl)n(-c2ccc(Cl)cc2)c1Br,C[C@H]1CCCC[C@@H]1O.O=C(O)c1nc(-c2ccccc2Cl)n(-c2ccc(Cl)cc2)c1Br,N[C@H]1CCCC[C@@H]1O.O=C(O)c1nc(-c2ccccc2Cl)n(-c2ccc(Cl)cc2)c1Br,N[C@H]1CCCC[C@@H]1O.O=C(F)c1nc(-c2ccccc2Cl)n(-c2ccc(Cl)cc2)c1Br,CN[C@H]1CCCC[C@@H]1O.O=C(O)c1nc(-c2ccccc2Cl)n(-c2ccc(Cl)cc2)c1Br,CI.O=C(N[C@H]1CCCC[C@@H]1O)c1nc(-c2ccccc2Cl)n(-c2ccc(Cl)cc2)c1Br,COC(=O)c1nc(-c2ccccc2Cl)n(-c2ccc(Cl)cc2)c1Br.N[C@H]1CCCC[C@@H]1O"
COc1ncnc(OC)c1N(Cc1cc[nH]n1)C(=O)CCl,COc1ncnc(OC)c1NC(=O)CCl.ClCc1cc[nH]n1,"COc1ncnc(OC)c1NCc1cc[nH]n1.O=C(Cl)CCl,,COc1ncnc(OC)c1Nc1cc[nH]n1.O=C(Cl)CCl,COc1ncnc(OC)c1NCc1cc[nH]n1.O=C(O)CCl,COc1ncnc(Cl)c1NCc1cc[nH]n1.O=C(Cl)CCl,COc1cncnc1NCc1cc[nH]n1.O=C(Cl)CCl,,COc1ncnc(OC)c1NOc1cc[nH]n1.O=C(Cl)CCl,COc1ccnc(OC)c1NCc1cc[nH]n1.O=C(Cl)CCl,COc1ncnc(OC)c1Cl.O=C(CCl)NCc1cc[nH]n1"
O=Cc1cc(-c2ccc(F)cc2Cl)ccc1OC(F)(F)F,O=Cc1cc(Br)ccc1OC(F)(F)F.OB(O)c1ccc(F)cc1Cl,"O=Cc1cc(Br)ccc1OC(F)(F)F.OB(O)c1ccc(F)cc1Cl,O=Cc1cc(Cl)ccc1OC(F)(F)F.OB(O)c1ccc(F)cc1Cl,Fc1ccc(Br)c(Cl)c1.O=Cc1cc(B(O)O)ccc1OC(F)(F)F,COC(OC)c1cc(-c2ccc(F)cc2Cl)ccc1OC(F)(F)F,O=Cc1cc(I)ccc1OC(F)(F)F.OB(O)c1ccc(F)cc1Cl,Nc1ccc(OC(F)(F)F)c(C=O)c1.OB(O)c1ccc(F)cc1Cl,,CN(C)C=O.Fc1ccc(-c2ccc(OC(F)(F)F)cc2Cl)c(Cl)c1,Nc1ccc(F)cc1Cl.O=Cc1cc(Br)ccc1OC(F)(F)F,CN(C)C=O.Fc1ccc(-c2ccc(Br)cc2Cl)c(Cl)c1"
CC(C(=O)N[C@@H](C)C(=O)N1C(=O)C(C)c2ccccc2-c2c(N)cccc21)c1ccccc1,CC(C(=O)O)c1ccccc1.CC1C(=O)N(C(=O)[C@H](C)N)c2cccc(N)c2-c2ccccc21,"CC(C(=O)O)c1ccccc1.CC1C(=O)N(C(=O)[C@H](C)N)c2cccc(N)c2-c2ccccc21,CC(C(=O)[O-])c1ccccc1.CC1C(=O)N(C(=O)[C@H](C)N)c2cccc(N)c2-c2ccccc21,CC(C(=O)O)c1ccccc1.CC1C(=O)N(C(=O)[C@H](C)N)c2cccc(N)c2-c2ccccc21,CC(C(=O)Cl)c1ccccc1.CC1C(=O)N(C(=O)[C@H](C)N)c2cccc(N)c2-c2ccccc21,CC(C(=O)O)c1ccccc1.CC1C(=O)N(C(=O)[C@@H](C)N)c2cccc(N)c2-c2ccccc21,,CC(C(=O)N[C@@H](C)C(=O)O)c1ccccc1.CC1C(=O)N(C(=O)[C@H](C)N)c2cccc(N)c2-c2ccccc21,,CC(C(=O)[O-])c1ccccc1.CC1C(=O)N(C(=O)[C@@H](C)N)c2cccc(N)c2-c2ccccc21,CC(C(=O)O)c1ccccc1.C[C@H](N)C(=O)N1C(=O)[C@H](C)c2ccccc2-c2c(N)cccc21"
Cc1cc(C)c(C(=O)O)[nH]1,CCOC(=O)c1[nH]c(C)cc1C,"CCOC(=O)c1[nH]c(C)cc1C,COC(=O)c1[nH]c(C)cc1C,Cc1cc(C)c(C(=O)OC(C)(C)C)[nH]1,CCCOC(=O)c1[nH]c(C)cc1C,Cc1cc(C)c(C(=O)O)[nH]1,C.Cc1cc(C)c(C(=O)O)[nH]1,Cc1cc(C)c(C(=O)CN(C)C)[nH]1,COC(=O)c1[nH]c(C)cc1C,CCl.Cc1cc(C)c(C(=O)O)[nH]1,C[Mg+].Cc1cc(C)c(C(=O)O)[nH]1"
CCCCCC(CC(=O)Nc1cc(C(=O)NC(=O)CCC(=O)OCc2ccccc2)ccc1C(C)(C)C)c1ccc(OC)cc1OC,CCCCCC(CC(=O)Nc1cc(C(N)=O)ccc1C(C)(C)C)c1ccc(OC)cc1OC.O=C(O)CCC(=O)OCc1ccccc1,"CCCCCC(CC(=O)Nc1cc(C(=O)O)ccc1C(C)(C)C)c1ccc(OC)cc1OC.NC(=O)CCC(=O)OCc1ccccc1,CCCCCC(CC(=O)Nc1cc(C(=O)Cl)ccc1C(C)(C)C)c1ccc(OC)cc1OC.NC(=O)CCC(=O)OCc1ccccc1,CCCCCC(CC(=O)Nc1cc(C(N)=O)ccc1C(C)(C)C)c1ccc(OC)cc1OC.O=C(O)CCC(=O)OCc1ccccc1,CCCCCC(=CC(=O)Nc1cc(C(=O)NC(=O)CCC(=O)OCc2ccccc2)ccc1C(C)(C)C)c1ccc(OC)cc1OC,CCCCCC(CC(=O)Nc1cc(C(=O)O)ccc1C(C)(C)C)c1ccc(OC)cc1OC.NC(=O)CCC(=O)OCc1ccccc1,CCCCCCC(CC(=O)Nc1cc(C(=O)O)ccc1C(C)(C)C)c1ccc(OC)cc1OC.NC(=O)CCC(=O)OCc1ccccc1,CCCCC/C(=C/C(=O)Nc1cc(C(=O)O)ccc1C(C)(C)C)c1ccc(OC)cc1OC.NC(=O)CCC(=O)OCc1ccccc1,CCCCCC(=CC(=O)Nc1cc(C(=O)O)ccc1C(C)(C)C)c1ccc(OC)cc1OC.NC(=O)CCC(=O)OCc1ccccc1,CCCCCC(=CC(=O)Nc1cc(C(N)=O)ccc1C(C)(C)C)c1ccc(OC)cc1OC.NC(=O)CCC(=O)OCc1ccccc1,CCCCCC(CC(=O)Oc1cc(OC)ccc1C(C)(C)C)c1ccc(OC)cc1OC.NC(=O)CCC(=O)OCc1ccccc1"
COc1cc(CNc2nc(C)nc(C)c2Cl)ccc1O,COc1cc(CNc2nc(C)nc(C)c2Cl)ccc1OCc1ccccc1,"COc1cc(CNc2nc(C)nc(C)c2Cl)ccc1OCc1ccccc1,COc1cc(CNc2nc(C)nc(C)c2Cl)ccc1O[Si](C)(C)C(C)(C)C,COc1cc(C=O)ccc1O.Cc1nc(C)c(Cl)c(N)n1,COc1cc(CCl)ccc1O.Cc1nc(C)c(Cl)c(N)n1,COc1ccc(CNc2nc(C)nc(C)c2Cl)cc1OC,COc1cc(CNc2nc(C)nc(C)c2Cl)ccc1OC(C)=O,COc1cc(CN)ccc1O.Cc1nc(C)c(Cl)c(Cl)n1,COc1cc(CO)ccc1O.Cc1nc(C)c(Cl)c(N)n1,COc1cc(CCNc2nc(C)nc(C)c2Cl)ccc1OCc1ccccc1,COc1cc(CNc2nc(C)nc(C)c2Cl)ccc1O.Cc1nc(C)c(Cl)c(Cl)n1"
